,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_basement,lat
4851,988830.0,1.2223062266502962,1.7516667412238787,1.4740288046483652,2.2158206045417823,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
11304,329950.0,-0.5723851127886458,-0.3987279239700485,0.5002091756889243,-0.28297927183505056,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
50,228000.0,-0.8500817829801832,-0.3987279239700485,-1.4474300822299573,-0.9689243359384948,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
5135,220000.0,-0.8718725957465618,-2.5491225891639755,-0.7982169962569967,-1.0669164879532727,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
14705,315000.0,-0.6131066941458159,0.6764694086269151,-0.1490039102840362,-0.9471483021574332,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
1686,470000.0,-0.19090969679723035,-0.3987279239700485,0.17560263270244408,0.1525414037861839,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
9755,349000.0,-0.5204957398887068,0.6764694086269151,-0.4736104532705165,-0.4136354745214209,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.6518464140517997
4572,549900.0,0.026726045706975985,1.7516667412238787,0.8248157186754046,1.0671348225907762,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,2.6402097765140575
4398,249950.0,-0.7902932404524319,0.6764694086269151,-0.4736104532705165,-0.5007396096456678,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
5436,375000.0,-0.44967559839797633,-0.3987279239700485,0.5002091756889243,-0.16321108603921108,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.6970364904713965
724,350000.0,-0.5177718882929094,1.7516667412238787,1.149422261661885,0.47918191050210973,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,1.5330529042339367
14352,1580000.0,2.832565574537801,0.6764694086269151,1.4740288046483652,1.8292960049279365,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,2.4142593944160735
2805,385000.0,-0.42243708244000305,0.6764694086269151,1.149422261661885,0.7187182820937887,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,1.7590032863319205
9913,317500.0,-0.6062970651563225,-1.473925256567012,-1.4474300822299573,-1.1757966568585811,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
10897,430000.0,-0.2998637606291234,-0.3987279239700485,-0.7982169962569967,-0.5769557278793839,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
17163,135000.0,-1.1033999813893345,-1.473925256567012,-1.4474300822299573,-1.4479970791218528,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
1026,271310.0,-0.732111770366201,-1.473925256567012,-1.4474300822299573,-1.3173408764354824,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
17237,569950.0,0.08133927020271237,1.7516667412238787,-1.4474300822299573,-0.718499947456285,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
11127,725000.0,0.5036724601310877,-0.3987279239700485,0.5002091756889243,0.7949344003275047,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
20713,515000.0,-0.06833637498635069,-0.3987279239700485,1.149422261661885,0.02188520109981355,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,0.3355158791146223
5627,320000.0,-0.5994874361668292,-1.473925256567012,-1.4474300822299573,-1.2302367413112356,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
5031,266000.0,-0.7465754223398848,0.6764694086269151,0.17560263270244408,-0.0924389762507605,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
5863,370000.0,-0.46329485637696294,-0.3987279239700485,-1.4474300822299573,-1.3935569946691984,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
15541,482500.0,-0.15686155184976378,0.6764694086269151,1.149422261661885,-0.48985159275513696,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.5162761847930093
19748,745000.0,0.5581494920470342,0.6764694086269151,0.5002091756889243,1.1869030083866157,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
123,445000.0,-0.2590059866921635,0.6764694086269151,-0.4736104532705165,0.02188520109981355,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.19994564985583194
1247,1225000.0,1.8655982580297505,1.7516667412238787,3.0970615195807665,1.79880955763445,1.8624290764882607,-0.0871706143260966,-0.30575239024494455,1.9933722114176886,1.1489372546673642
820,325000.0,-0.5858681781878425,-0.3987279239700485,-1.4474300822299573,-0.642283829222569,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-2.2602861754322086,-0.6586658021165067
580,619000.0,0.2149441909765712,-0.3987279239700485,0.5002091756889243,0.696942248312727,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
8603,279000.0,-0.7111653515945195,0.6764694086269151,-0.1490039102840362,-0.10877100158655678,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
14091,152000.0,-1.05709450426078,-1.473925256567012,-1.4474300822299573,-1.502437163574507,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-3.1110178528021883,-0.6586658021165067
9876,164950.0,-1.0218206260952045,-0.3987279239700485,-0.4736104532705165,-0.5551796940983221,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.44849107016361417
13083,677500.0,0.37428950933071475,1.7516667412238787,-1.4474300822299573,0.2831976064725542,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,0.5388712230028078
17177,1185000.0,1.7566441941978577,-0.3987279239700485,0.8248157186754046,0.457405876721048,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
21108,520000.0,-0.054717117007364056,-0.3987279239700485,1.4740288046483652,-0.5878437447699147,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
2948,265000.0,-0.7492992739356822,-0.3987279239700485,-1.4474300822299573,-0.7402759812373467,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.1095654970166384
4731,530000.0,-0.0274786010493908,0.6764694086269151,0.5002091756889243,-0.032554883352840756,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
14384,476000.0,-0.1745665872224464,0.6764694086269151,-0.4736104532705165,0.2831976064725542,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.555647942443735
8441,245000.0,-0.8037763058516286,-0.3987279239700485,0.17560263270244408,-0.5987317616604455,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.38070595553421904
8763,655000.0,0.3130028484252749,1.7516667412238787,1.4740288046483652,1.7530798866942205,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
10399,433000.0,-0.2916922058417314,-0.3987279239700485,0.8248157186754046,-0.08699496780549507,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.600838018863332
1959,302000.0,-0.648516764891181,0.6764694086269151,-0.4736104532705165,-0.5987317616604455,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
15170,509900.0,-0.08222801812491705,-0.3987279239700485,-0.4736104532705165,-0.4245234914119518,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
14895,251000.0,-0.7874331962768447,-0.3987279239700485,-0.7982169962569967,-0.5334036603172604,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
9511,267500.0,-0.7424896449461889,-0.3987279239700485,0.5002091756889243,-0.7402759812373467,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.02600473224215192
19812,326989.0,-0.5804504373638018,-0.3987279239700485,0.5002091756889243,-0.021666866462309895,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
8922,275000.0,-0.7220607579777089,-0.3987279239700485,0.5002091756889243,0.45413947165388874,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
19705,291000.0,-0.6784791324449516,-1.473925256567012,-1.4474300822299573,-1.350004927107075,2.7883740440568285,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
2541,552500.0,0.03380805985604903,-0.3987279239700485,0.5002091756889243,0.4029657922683937,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
5348,767500.0,0.6194361529524741,0.6764694086269151,-0.1490039102840362,0.2940856233630851,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.374887636765348
19178,873000.0,0.9068024963090919,-0.3987279239700485,0.17560263270244408,0.696942248312727,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,2.844103888787668,-0.6586658021165067
13175,670000.0,0.3538606223622348,-0.3987279239700485,-1.4474300822299573,-0.40274745763089004,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.019185344177444854
12425,1289000.0,2.0399247601607793,-0.3987279239700485,0.5002091756889243,0.1198773531145913,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,0.78741664331059
930,300000.0,-0.6539644680827758,-0.3987279239700485,0.5002091756889243,-0.8273801163615937,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
14982,585000.0,0.12233323671946213,-0.3987279239700485,0.5002091756889243,0.22875752201989993,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
16900,355000.0,-0.5041526303139228,-1.473925256567012,-1.4474300822299573,-0.9035962345953097,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
13033,395000.0,-0.3951985664820298,-1.473925256567012,-1.4474300822299573,-1.2193487244207046,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
8161,275000.0,-0.7220607579777089,-1.473925256567012,-1.4474300822299573,-1.2846768257638899,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
20432,352500.0,-0.5109622593034161,-1.473925256567012,0.5002091756889243,-0.5551796940983221,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.22254068806563032
8654,552500.0,0.03380805985604903,0.6764694086269151,-1.4474300822299573,-0.566067710988853,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.22254068806563032
19707,885000.0,0.9394887154586599,-0.3987279239700485,0.17560263270244408,0.936478619904406,2.7883740440568285,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
18021,830000.0,0.789676877689807,2.8268640738208424,1.149422261661885,0.4900699273926406,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
